,Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,RainTomorrow
5212,2015-06-06,BadgerysCreek,5.7,20.3,0.0,,,WSW,20.0,SW,N,6.0,7.0,75.0,55.0,1028.6,1027.0,,,11.3,18.9,No,0.0,No
5213,2015-06-07,BadgerysCreek,2.6,20.0,0.0,,,N,15.0,,NE,0.0,6.0,100.0,60.0,1029.4,1023.9,,,6.9,19.9,No,0.0,No
5214,2015-06-08,BadgerysCreek,5.8,21.9,0.0,,,NW,37.0,,NW,0.0,17.0,100.0,45.0,1025.2,1019.3,,,10.1,21.3,No,0.0,No
5215,2015-06-09,BadgerysCreek,9.7,21.5,0.0,,,NNE,26.0,NW,WNW,9.0,6.0,49.0,44.0,1020.5,1019.2,,,17.4,20.3,No,0.0,No
5216,2015-06-10,BadgerysCreek,6.3,14.9,0.0,,,SW,20.0,SW,SSE,9.0,7.0,80.0,65.0,1031.4,1031.5,,,10.3,14.3,No,0.0,No
5217,2015-06-11,BadgerysCreek,10.0,17.8,0.0,,,SW,15.0,WSW,WNW,9.0,4.0,78.0,56.0,1037.0,1034.3,,,13.0,16.8,No,0.0,No
5218,2015-06-12,BadgerysCreek,10.3,17.6,0.0,,,WNW,19.0,SW,,6.0,0.0,89.0,64.0,1034.9,1031.6,,,12.9,16.9,No,0.0,No
5219,2015-06-13,BadgerysCreek,7.0,18.1,0.0,,,NNE,20.0,N,NNE,2.0,7.0,100.0,57.0,1031.4,1027.0,,,10.0,17.8,No,0.0,No
5220,2015-06-14,BadgerysCreek,4.2,19.6,0.0,,,SW,13.0,SW,N,9.0,2.0,100.0,53.0,1028.7,1025.6,,,9.8,19.1,No,0.0,No
5221,2015-06-15,BadgerysCreek,7.0,18.1,0.0,,,SSW,15.0,SW,NE,9.0,6.0,99.0,79.0,1028.0,1025.2,,,11.5,17.0,No,1.8,Yes
5222,2015-06-16,BadgerysCreek,11.4,14.6,1.8,,,NNE,20.0,,NNE,0.0,13.0,100.0,100.0,1022.7,1017.8,,,13.4,14.5,Yes,15.0,Yes
5223,2015-06-17,BadgerysCreek,12.4,15.2,15.0,,,NNE,15.0,NNE,WNW,4.0,7.0,100.0,100.0,1012.3,1009.9,,,13.4,14.9,Yes,3.6,Yes
5224,2015-06-18,BadgerysCreek,5.9,16.4,3.6,,,WSW,26.0,SW,SSW,2.0,9.0,100.0,83.0,1014.6,1013.7,,,10.1,15.0,Yes,38.0,Yes
5225,2015-06-19,BadgerysCreek,9.2,15.0,38.0,,,SW,35.0,SW,SSW,17.0,19.0,86.0,61.0,1018.0,1017.6,,,10.5,14.4,Yes,0.2,No
5226,2015-06-20,BadgerysCreek,6.2,14.8,0.2,,,WSW,26.0,WSW,W,17.0,7.0,74.0,57.0,1024.6,1023.5,,,9.6,14.6,No,0.0,No
5227,2015-06-21,BadgerysCreek,5.8,16.0,0.0,,,WSW,17.0,WSW,,7.0,0.0,80.0,67.0,1028.8,1027.5,,,10.4,15.0,No,0.0,No
5228,2015-06-22,BadgerysCreek,3.1,16.9,0.0,,,WSW,11.0,,NNE,0.0,2.0,100.0,63.0,1029.6,1025.8,,,8.0,16.4,No,0.0,No
5229,2015-06-23,BadgerysCreek,2.4,18.3,0.0,,,NNE,13.0,N,NE,4.0,4.0,100.0,61.0,1026.5,1023.1,,,7.4,17.4,No,0.0,No
5230,2015-06-24,BadgerysCreek,6.7,18.3,0.0,,,NNE,11.0,,,0.0,0.0,100.0,64.0,1023.4,1019.9,,,9.6,17.8,No,0.0,No
5231,2015-06-25,BadgerysCreek,8.5,19.2,0.0,,,SE,24.0,SW,E,9.0,11.0,97.0,91.0,1023.6,1023.4,,,12.6,14.6,No,1.0,No
5232,2015-06-26,BadgerysCreek,7.2,18.1,1.0,,,SSW,24.0,SSW,E,9.0,4.0,82.0,56.0,1033.3,1031.1,,,12.3,16.6,No,0.0,No
5233,2015-06-27,BadgerysCreek,2.2,19.4,0.0,,,SW,13.0,SW,ENE,2.0,6.0,100.0,52.0,1032.8,1029.0,,,7.0,17.9,No,0.2,No
5234,2015-06-28,BadgerysCreek,3.4,18.0,0.2,,,WSW,15.0,WSW,NNE,9.0,6.0,98.0,60.0,1033.1,1031.0,,,8.1,16.6,No,0.0,No
5235,2015-06-29,BadgerysCreek,5.2,18.2,0.0,,,NNE,19.0,WSW,ENE,2.0,9.0,100.0,62.0,1033.6,1029.7,,,9.8,17.3,No,0.2,No
5236,2015-06-30,BadgerysCreek,3.4,17.5,0.2,,,NNE,15.0,,N,0.0,9.0,100.0,65.0,1029.7,1024.8,,,7.0,16.8,No,0.8,No
5237,2015-07-01,BadgerysCreek,6.9,15.3,0.8,,,SW,22.0,S,SSW,6.0,7.0,86.0,50.0,1026.3,1022.8,,,10.2,14.7,No,0.0,No
5238,2015-07-02,BadgerysCreek,2.6,15.7,0.0,,,WSW,54.0,WSW,WSW,9.0,15.0,87.0,52.0,1020.6,1017.7,,,8.1,15.1,No,0.0,No
5239,2015-07-03,BadgerysCreek,3.8,15.4,0.0,,,SW,26.0,SW,N,15.0,6.0,65.0,44.0,1027.0,1024.5,,,8.2,14.5,No,0.0,No
5240,2015-07-04,BadgerysCreek,-1.1,16.4,0.0,,,SE,9.0,,NE,0.0,2.0,100.0,38.0,1022.9,1020.2,,,1.6,15.3,No,0.0,No
5241,2015-07-05,BadgerysCreek,0.0,17.0,0.0,,,N,13.0,ENE,N,2.0,9.0,100.0,47.0,1022.4,1018.0,,,5.4,15.4,No,0.0,No
5242,2015-07-06,BadgerysCreek,-1.3,16.0,0.0,,,WSW,33.0,,WSW,0.0,20.0,100.0,41.0,,,,,3.8,15.4,No,0.0,No
5243,2015-07-07,BadgerysCreek,2.9,14.8,0.0,,,SSW,35.0,SSE,SW,4.0,7.0,75.0,71.0,,,,,8.2,13.2,No,0.0,No
5244,2015-07-08,BadgerysCreek,2.8,16.1,0.0,,,SW,19.0,SW,ENE,15.0,6.0,100.0,62.0,,,,,8.2,14.9,No,0.0,No
5245,2015-07-09,BadgerysCreek,1.6,16.2,0.0,,,N,22.0,,NNE,0.0,15.0,100.0,58.0,,,,,6.9,15.5,No,0.0,No
5246,2015-07-10,BadgerysCreek,2.3,11.9,0.0,,,WSW,22.0,NNE,WSW,4.0,11.0,100.0,92.0,,,,,7.9,11.4,No,1.6,Yes
5247,2015-07-11,BadgerysCreek,0.5,18.3,1.6,,,NW,59.0,WSW,N,4.0,7.0,100.0,61.0,,,,,5.1,17.7,Yes,12.6,Yes
5248,2015-07-12,BadgerysCreek,5.1,13.5,12.6,,,WNW,41.0,N,WNW,4.0,20.0,75.0,54.0,,,,,8.9,11.7,Yes,1.0,No
5249,2015-07-13,BadgerysCreek,4.8,15.9,1.0,,,WSW,65.0,N,WSW,11.0,26.0,100.0,52.0,,,,,8.3,15.3,No,0.0,No
5250,2015-07-14,BadgerysCreek,2.8,16.7,0.0,,,W,33.0,NW,W,2.0,13.0,66.0,43.0,,,,,11.1,15.2,No,0.0,No
5251,2015-07-15,BadgerysCreek,-0.1,15.8,0.0,,,WNW,15.0,SW,NE,6.0,7.0,89.0,47.0,,,,,5.1,14.7,No,0.4,No
5252,2015-07-16,BadgerysCreek,5.0,11.8,0.4,,,N,30.0,SW,SW,13.0,9.0,95.0,76.0,,,,,8.9,11.3,No,18.0,Yes
5253,2015-07-17,BadgerysCreek,5.1,13.2,18.0,,,SW,54.0,SW,WSW,15.0,24.0,92.0,59.0,,,,,7.7,12.4,Yes,0.2,No
5254,2015-07-18,BadgerysCreek,5.0,14.2,0.2,,,SSW,41.0,SW,S,15.0,13.0,65.0,58.0,,,,,9.6,13.1,No,0.0,No
5255,2015-07-19,BadgerysCreek,4.6,16.4,0.0,,,SW,24.0,SW,ESE,13.0,7.0,78.0,62.0,,,,,10.3,14.1,No,0.0,No
5256,2015-07-20,BadgerysCreek,4.4,17.6,0.0,,,SW,17.0,WSW,NE,4.0,4.0,93.0,63.0,,,,,9.1,15.2,No,0.0,No
5257,2015-07-21,BadgerysCreek,3.3,17.1,0.0,,,NNE,33.0,,NNE,0.0,19.0,100.0,61.0,,,,,9.1,16.9,No,0.0,No
5258,2015-07-22,BadgerysCreek,4.8,15.1,0.0,,,NNE,19.0,NNE,NNW,2.0,6.0,100.0,78.0,,,,,7.8,15.0,No,1.4,Yes
5259,2015-07-23,BadgerysCreek,7.7,17.7,1.4,,,E,17.0,W,ESE,4.0,4.0,100.0,65.0,,,,,11.9,16.9,Yes,0.0,No
5260,2015-07-24,BadgerysCreek,10.7,18.2,0.0,,,N,30.0,N,,4.0,0.0,100.0,76.0,,,,,12.3,17.4,No,0.0,No
5261,2015-07-25,BadgerysCreek,7.7,19.8,0.0,,,N,44.0,WNW,WNW,9.0,15.0,52.0,41.0,,,,,15.2,18.6,No,0.0,No
5262,2015-07-26,BadgerysCreek,3.0,18.4,0.0,,,W,52.0,N,W,2.0,31.0,91.0,43.0,,,,,9.1,18.0,No,0.0,No
5263,2015-07-27,BadgerysCreek,2.0,14.2,0.0,,,W,48.0,,SW,0.0,15.0,53.0,40.0,,,,,9.3,13.6,No,0.0,No
5264,2015-07-28,BadgerysCreek,2.2,16.2,0.0,,,SW,24.0,WNW,SSE,4.0,6.0,76.0,43.0,,,,,8.3,15.2,No,0.0,No
5265,2015-07-29,BadgerysCreek,2.5,17.6,0.0,,,S,15.0,SW,N,7.0,6.0,87.0,47.0,,,,,8.7,16.8,No,0.0,No
5266,2015-07-30,BadgerysCreek,1.8,19.2,0.0,,,NW,26.0,,N,0.0,19.0,100.0,45.0,,,,,7.3,17.9,No,0.0,No
5267,2015-07-31,BadgerysCreek,4.8,19.7,0.0,,,WNW,28.0,W,NNE,4.0,6.0,70.0,41.0,,,,,11.5,19.3,No,0.0,No
5268,2015-08-01,BadgerysCreek,1.9,21.5,0.0,,,NNW,31.0,SSE,NW,4.0,19.0,100.0,33.0,,,,,7.9,21.0,No,0.0,No
5269,2015-08-02,BadgerysCreek,5.0,24.2,0.0,,,NW,48.0,SW,NW,2.0,22.0,80.0,34.0,,,,,12.3,23.8,No,0.0,No
5270,2015-08-03,BadgerysCreek,4.5,17.1,0.0,,,W,44.0,N,WSW,9.0,24.0,63.0,41.0,,,,,10.9,15.9,No,0.0,No
5271,2015-08-04,BadgerysCreek,2.3,13.9,0.0,,,WSW,31.0,SW,N,2.0,11.0,74.0,50.0,,,,,7.4,12.7,No,0.0,No
5272,2015-08-05,BadgerysCreek,0.4,14.7,0.0,,,WNW,43.0,NNE,W,9.0,19.0,77.0,47.0,,,,,5.9,14.5,No,0.0,No
5273,2015-08-06,BadgerysCreek,4.4,15.8,0.0,,,SW,41.0,WSW,SW,17.0,20.0,53.0,41.0,,,,,10.4,14.8,No,0.0,No
5274,2015-08-07,BadgerysCreek,0.3,16.6,0.0,,,SW,30.0,NNE,SSW,4.0,17.0,79.0,46.0,,,,,8.1,16.4,No,0.0,No
5275,2015-08-08,BadgerysCreek,1.8,17.3,0.0,,,WSW,20.0,SW,WNW,11.0,6.0,76.0,52.0,,,,,9.9,15.3,No,0.0,No
5276,2015-08-09,BadgerysCreek,0.3,16.9,0.0,,,NE,26.0,SW,NE,4.0,13.0,100.0,50.0,,,,,7.3,16.6,No,0.0,No
5277,2015-08-10,BadgerysCreek,1.2,20.2,0.0,,,WNW,26.0,NNE,NNW,2.0,11.0,100.0,38.0,,,,,8.7,19.9,No,0.0,No
5278,2015-08-11,BadgerysCreek,2.0,19.6,0.0,,,W,30.0,SW,W,4.0,20.0,80.0,32.0,,,,,9.2,18.4,No,0.0,No
5279,2015-08-12,BadgerysCreek,-0.2,16.0,0.0,,,,,NNE,W,6.0,31.0,80.0,53.0,,,,,7.6,13.3,No,0.4,No
5280,2015-08-13,BadgerysCreek,7.1,18.2,0.4,,,SW,39.0,WSW,WSW,13.0,20.0,56.0,33.0,,,,,12.5,17.9,No,0.0,No
5281,2015-08-14,BadgerysCreek,0.9,19.6,0.0,,,W,22.0,N,NW,2.0,4.0,77.0,41.0,,,,,10.4,19.1,No,0.0,No
5282,2015-08-15,BadgerysCreek,3.9,19.3,0.0,,,E,22.0,SW,ESE,9.0,13.0,74.0,62.0,,,,,11.7,16.4,No,0.0,No
5283,2015-08-16,BadgerysCreek,6.6,20.3,0.0,,,NNE,20.0,N,NE,7.0,2.0,86.0,51.0,,,,,13.1,19.6,No,0.0,No
5284,2015-08-17,BadgerysCreek,2.9,19.4,0.0,,,WSW,44.0,N,SW,11.0,24.0,77.0,35.0,,,,,11.8,18.6,No,0.0,No
5285,2015-08-18,BadgerysCreek,6.7,16.2,0.0,,,SW,31.0,SW,SE,15.0,9.0,49.0,41.0,,,,,11.7,15.5,No,0.0,No
5286,2015-08-19,BadgerysCreek,5.3,18.1,0.0,,,N,26.0,WSW,E,6.0,9.0,75.0,49.0,,,,,10.6,17.0,No,0.0,No
5287,2015-08-20,BadgerysCreek,3.7,20.6,0.0,,,N,19.0,WSW,NNE,2.0,9.0,96.0,44.0,,,,,10.7,18.9,No,0.0,No
5288,2015-08-21,BadgerysCreek,3.4,22.9,0.0,,,N,28.0,NNW,N,4.0,15.0,100.0,39.0,,,,,11.6,21.4,No,0.0,No
5289,2015-08-22,BadgerysCreek,8.3,28.1,0.0,,,NNW,39.0,N,NW,7.0,24.0,64.0,32.0,,,,,16.8,27.5,No,2.8,Yes
5290,2015-08-23,BadgerysCreek,13.1,16.7,2.8,,,W,28.0,N,NNE,7.0,11.0,100.0,87.0,,,,,14.0,16.1,Yes,3.8,Yes
5291,2015-08-24,BadgerysCreek,13.0,16.1,3.8,,,W,48.0,WSW,SW,6.0,2.0,100.0,100.0,,,,,13.9,15.6,Yes,31.6,Yes
5292,2015-08-25,BadgerysCreek,12.0,19.1,31.6,,,W,63.0,W,WSW,26.0,28.0,74.0,63.0,,,,,15.5,16.9,Yes,7.8,Yes
5293,2015-08-26,BadgerysCreek,11.5,19.2,7.8,,,SSW,31.0,WSW,SSW,13.0,20.0,98.0,72.0,,,,,15.9,18.0,Yes,0.2,No
5294,2015-08-27,BadgerysCreek,9.5,20.6,0.2,,,WNW,43.0,NNE,NW,2.0,9.0,100.0,52.0,,,,,12.4,20.4,No,0.0,No
5295,2015-08-28,BadgerysCreek,6.7,19.0,0.0,,,WSW,39.0,WSW,WSW,26.0,13.0,58.0,55.0,,,,,14.3,17.8,No,0.0,No
5296,2015-08-29,BadgerysCreek,4.3,19.0,0.0,,,WSW,28.0,NNE,WSW,7.0,13.0,81.0,41.0,,,,,11.6,18.6,No,0.0,No
5297,2015-08-30,BadgerysCreek,3.0,17.8,0.0,,,SW,26.0,SW,W,15.0,7.0,64.0,51.0,,,,,11.9,16.4,No,0.0,No
5298,2015-08-31,BadgerysCreek,5.5,18.9,0.0,,,SSW,31.0,SW,SSW,9.0,9.0,69.0,43.0,,,,,12.9,18.7,No,0.0,No
5299,2015-09-01,BadgerysCreek,2.7,20.1,0.0,,,ESE,20.0,SW,NNE,9.0,4.0,69.0,37.0,,,,,11.8,19.8,No,0.0,No
5300,2015-09-02,BadgerysCreek,2.5,18.7,0.0,,,N,20.0,W,N,2.0,9.0,75.0,44.0,,,,,10.4,18.0,No,2.4,Yes
5301,2015-09-03,BadgerysCreek,6.8,19.3,2.4,,,SW,46.0,SSW,SW,2.0,24.0,84.0,41.0,,,,,13.5,18.6,Yes,0.0,No
5302,2015-09-04,BadgerysCreek,12.8,19.4,0.0,,,SSW,33.0,SSW,ESE,15.0,6.0,67.0,56.0,,,,,15.1,17.4,No,0.0,No
5303,2015-09-05,BadgerysCreek,6.9,20.6,0.0,,,ESE,24.0,,E,0.0,15.0,81.0,62.0,,,,,14.5,17.8,No,0.6,No
5304,2015-09-06,BadgerysCreek,11.4,17.0,0.6,,,ENE,22.0,WSW,ENE,9.0,7.0,92.0,73.0,,,,,13.0,16.0,No,0.4,No
5305,2015-09-07,BadgerysCreek,7.0,22.8,0.4,,,NW,46.0,NE,WNW,4.0,22.0,100.0,42.0,,,,,10.6,21.1,No,0.0,No
5306,2015-09-08,BadgerysCreek,5.2,18.6,0.0,,,,,WSW,WSW,22.0,28.0,51.0,44.0,,,,,13.2,17.5,No,0.0,No
5307,2015-09-10,BadgerysCreek,5.6,19.5,,,,S,24.0,SW,ENE,9.0,6.0,69.0,49.0,,,,,14.4,19.1,,0.0,No
5308,2015-09-11,BadgerysCreek,8.1,22.3,0.0,,,,,,NNE,0.0,7.0,64.0,46.0,,,,,16.0,22.1,No,0.0,No
5309,2015-09-12,BadgerysCreek,5.6,25.7,0.0,,,ESE,24.0,N,NNE,4.0,4.0,74.0,42.0,,,,,15.5,25.5,No,0.0,No
5310,2015-09-13,BadgerysCreek,8.8,25.6,0.0,,,E,24.0,W,,4.0,0.0,77.0,30.0,,,,,16.7,25.4,No,0.0,No
5311,2015-09-14,BadgerysCreek,8.6,26.2,0.0,,,N,26.0,,NNE,0.0,11.0,82.0,40.0,,,,,16.6,25.8,No,0.0,No
5312,2015-09-15,BadgerysCreek,7.2,28.9,0.0,,,NW,63.0,NNE,WNW,11.0,44.0,66.0,30.0,,,,,19.6,27.8,No,0.0,No
5313,2015-09-16,BadgerysCreek,5.5,22.2,0.0,,,E,30.0,WSW,ENE,13.0,11.0,55.0,34.0,,,,,16.3,21.1,No,0.0,No
5314,2015-09-17,BadgerysCreek,8.4,20.3,0.0,,,SSE,35.0,SW,SSE,11.0,19.0,58.0,61.0,,,,,15.4,17.7,No,1.4,Yes
5315,2015-09-18,BadgerysCreek,10.5,19.7,1.4,,,ESE,28.0,S,SE,19.0,9.0,64.0,51.0,,,,,14.8,19.1,Yes,3.8,Yes
5316,2015-09-19,BadgerysCreek,11.0,18.7,3.8,,,ESE,33.0,WSW,ESE,9.0,20.0,100.0,63.0,,,,,14.6,17.4,Yes,0.2,No
5317,2015-09-20,BadgerysCreek,8.1,19.2,0.2,,,ESE,22.0,WSW,E,7.0,11.0,70.0,70.0,,,,,16.1,17.9,No,0.2,No
5318,2015-09-21,BadgerysCreek,9.5,24.7,0.2,,,SSW,24.0,SE,NNE,2.0,7.0,100.0,38.0,,,,,14.3,23.8,No,0.0,No
5319,2015-09-22,BadgerysCreek,10.7,20.1,0.0,,,SSE,44.0,WSW,S,24.0,19.0,44.0,43.0,,,,,17.2,18.1,No,0.0,No
5320,2015-09-23,BadgerysCreek,7.1,16.6,0.0,,,SSW,50.0,SSW,S,26.0,26.0,52.0,36.0,,,,,12.5,15.4,No,0.0,No
5321,2015-09-24,BadgerysCreek,6.5,16.0,0.0,,,SSW,52.0,SW,SSW,26.0,28.0,54.0,51.0,,,,,14.0,14.8,No,0.0,No
5322,2015-09-25,BadgerysCreek,10.2,16.4,0.0,,,S,46.0,SSW,SSE,20.0,15.0,63.0,79.0,,,,,14.4,14.3,No,1.8,Yes
5323,2015-09-26,BadgerysCreek,9.5,19.1,1.8,,,SSE,31.0,SW,S,11.0,15.0,85.0,53.0,,,,,14.8,18.0,Yes,0.0,No
5324,2015-09-27,BadgerysCreek,7.8,20.0,0.0,,,SW,33.0,SSW,SE,17.0,15.0,59.0,48.0,,,,,15.3,18.9,No,0.0,No
5325,2015-09-28,BadgerysCreek,7.7,22.9,0.0,,,ESE,31.0,W,NE,4.0,6.0,53.0,38.0,,,,,16.6,22.7,No,0.0,No
5326,2015-09-29,BadgerysCreek,5.7,25.9,0.0,,,ENE,17.0,ENE,NNE,4.0,4.0,67.0,33.0,,,,,16.7,24.4,No,0.0,No
5327,2015-09-30,BadgerysCreek,10.2,22.2,0.0,,,ESE,30.0,WSW,ESE,6.0,17.0,70.0,63.0,,,,,17.4,19.4,No,0.0,No
5328,2015-10-01,BadgerysCreek,13.2,30.2,0.0,,,N,31.0,N,WNW,9.0,17.0,72.0,25.0,,,,,19.4,30.1,No,0.0,No
5329,2015-10-02,BadgerysCreek,12.1,26.5,0.0,,,E,30.0,NNW,ENE,7.0,20.0,59.0,45.0,,,,,21.0,24.8,No,0.0,No
5330,2015-10-03,BadgerysCreek,8.8,33.0,0.0,,,WSW,22.0,N,NNE,6.0,7.0,70.0,22.0,,,,,19.4,32.3,No,0.0,No
5331,2015-10-04,BadgerysCreek,9.5,32.9,0.0,,,NNW,33.0,NW,NNW,4.0,4.0,79.0,25.0,,,,,15.8,30.9,No,0.0,No
5332,2015-10-05,BadgerysCreek,8.6,36.6,0.0,,,NE,13.0,,W,0.0,4.0,64.0,18.0,,,,,19.2,35.4,No,0.0,No
5333,2015-10-06,BadgerysCreek,12.0,37.4,0.0,,,NW,30.0,,WSW,0.0,13.0,50.0,14.0,,,,,21.3,36.9,No,0.0,No
5334,2015-10-07,BadgerysCreek,10.9,19.0,0.0,,,SE,35.0,SSE,SSE,17.0,19.0,74.0,66.0,,,,,18.6,17.4,No,0.0,No
5335,2015-10-08,BadgerysCreek,12.5,19.7,0.0,,,ENE,24.0,SE,NE,4.0,7.0,66.0,60.0,,,,,16.9,19.0,No,0.0,No
5336,2015-10-09,BadgerysCreek,14.8,26.0,0.0,,,NNE,28.0,N,NNE,17.0,4.0,57.0,44.0,,,,,18.6,25.0,No,0.0,No
5337,2015-10-10,BadgerysCreek,11.2,28.6,0.0,,,E,20.0,ENE,NW,6.0,6.0,76.0,38.0,,,,,19.0,27.4,No,0.0,No
5338,2015-10-11,BadgerysCreek,10.2,26.6,0.0,,,NW,46.0,NNE,N,6.0,9.0,93.0,40.0,,,,,17.0,25.9,No,10.0,Yes
5339,2015-10-12,BadgerysCreek,13.7,31.9,10.0,,,W,50.0,NNE,SSE,4.0,9.0,78.0,41.0,,,,,19.5,29.5,Yes,5.4,Yes
5340,2015-10-13,BadgerysCreek,16.4,19.7,5.4,,,S,26.0,S,SW,15.0,11.0,82.0,95.0,,,,,17.4,17.7,Yes,3.6,Yes
5341,2015-10-14,BadgerysCreek,13.9,25.4,3.6,,,NE,28.0,S,ENE,2.0,17.0,83.0,59.0,,,,,19.5,24.5,Yes,0.0,No
5342,2015-10-15,BadgerysCreek,11.3,29.8,0.0,,,E,24.0,NW,NNE,2.0,11.0,100.0,39.0,,,,,16.9,28.7,No,0.0,No
5343,2015-10-16,BadgerysCreek,12.8,34.2,0.0,,,E,26.0,,E,0.0,4.0,98.0,22.0,,,,,18.5,33.3,No,0.0,No
5344,2015-10-17,BadgerysCreek,14.9,29.2,0.0,,,,,NNE,ENE,6.0,11.0,75.0,47.0,,,,,21.6,28.9,No,0.4,No
5345,2015-10-18,BadgerysCreek,17.4,22.8,0.4,,,SSE,24.0,SSE,ENE,11.0,6.0,75.0,56.0,,,,,18.2,21.9,No,0.0,No
5346,2015-10-19,BadgerysCreek,17.5,29.3,0.0,,,ESE,31.0,N,NNE,4.0,11.0,82.0,47.0,,,,,19.6,28.0,No,0.0,No
5347,2015-10-20,BadgerysCreek,15.4,32.7,0.0,,,WNW,41.0,WNW,NNW,2.0,6.0,76.0,33.0,,,,,21.9,31.6,No,5.4,Yes
5348,2015-10-21,BadgerysCreek,14.6,24.6,5.4,,,NNW,17.0,NW,N,4.0,2.0,85.0,73.0,,,,,20.6,23.6,Yes,1.0,No
5349,2015-10-22,BadgerysCreek,16.8,23.0,1.0,,,SSW,56.0,S,SSW,6.0,19.0,86.0,79.0,,,,,19.8,19.2,No,19.0,Yes
5350,2015-10-23,BadgerysCreek,12.7,20.4,19.0,,,SW,28.0,SW,ESE,15.0,9.0,67.0,54.0,,,,,16.3,19.8,Yes,0.0,No
5351,2015-10-24,BadgerysCreek,8.5,25.6,0.0,,,E,31.0,E,NE,4.0,15.0,76.0,38.0,,,,,16.5,24.4,No,0.0,No
5352,2015-10-25,BadgerysCreek,11.7,28.8,0.0,,,NNE,26.0,ESE,,4.0,0.0,78.0,46.0,,,,,18.0,26.4,No,0.2,No
5353,2015-10-26,BadgerysCreek,12.4,24.4,0.2,,,WSW,52.0,,W,0.0,9.0,80.0,62.0,,,,,20.4,21.9,No,13.2,Yes
5354,2015-10-27,BadgerysCreek,13.9,18.3,13.2,,,SSE,39.0,SSW,SSE,19.0,19.0,71.0,58.0,,,,,14.9,16.9,Yes,0.0,No
5355,2015-10-28,BadgerysCreek,10.2,21.9,0.0,,,ENE,26.0,,NE,0.0,6.0,72.0,48.0,,,,,15.6,21.7,No,0.0,No
5356,2015-10-29,BadgerysCreek,10.2,24.9,0.0,,,ENE,31.0,W,NE,7.0,9.0,55.0,37.0,,,,,17.9,24.3,No,0.0,No
5357,2015-10-30,BadgerysCreek,9.3,25.0,0.0,,,NE,31.0,ESE,N,2.0,9.0,68.0,46.0,,,,,18.1,24.0,No,0.0,No
5358,2015-10-31,BadgerysCreek,11.7,25.3,0.0,,,N,30.0,ENE,N,2.0,20.0,68.0,46.0,,,,,19.7,24.2,No,1.6,Yes
5359,2015-11-01,BadgerysCreek,11.8,31.9,1.6,,,N,43.0,NNE,NNW,4.0,9.0,87.0,37.0,,,,,18.1,31.0,Yes,19.4,Yes
5360,2015-11-02,BadgerysCreek,17.3,31.4,19.4,,,W,39.0,N,WSW,2.0,11.0,77.0,37.0,,,,,22.0,30.3,Yes,0.2,No
5361,2015-11-03,BadgerysCreek,17.7,19.2,0.2,,,SSE,20.0,SSW,SSE,6.0,11.0,94.0,82.0,,,,,17.7,18.9,No,1.0,No
5362,2015-11-04,BadgerysCreek,16.1,18.5,1.0,,,E,43.0,SSW,ESE,7.0,13.0,99.0,100.0,,,,,17.9,17.7,No,27.8,Yes
5363,2015-11-05,BadgerysCreek,15.6,21.9,27.8,,,ENE,33.0,N,NW,6.0,2.0,100.0,95.0,,,,,16.5,20.3,Yes,9.2,Yes
5364,2015-11-06,BadgerysCreek,16.5,28.1,9.2,,,WSW,37.0,NNE,W,7.0,15.0,100.0,56.0,,,,,20.5,24.5,Yes,0.4,No
5365,2015-11-07,BadgerysCreek,14.1,26.8,0.4,,,SSE,39.0,N,SE,6.0,26.0,85.0,87.0,,,,,20.7,19.8,No,1.6,Yes
5366,2015-11-08,BadgerysCreek,14.7,21.1,1.6,,,SE,31.0,SSW,SE,9.0,20.0,65.0,65.0,,,,,17.9,19.2,Yes,0.0,No
5367,2015-11-09,BadgerysCreek,10.7,25.8,0.0,,,ENE,24.0,SW,NNW,6.0,7.0,70.0,39.0,,,,,17.8,24.3,No,0.2,No
5368,2015-11-10,BadgerysCreek,10.9,29.9,0.2,,,S,28.0,NNE,ENE,4.0,6.0,72.0,34.0,,,,,19.6,29.4,No,0.0,No
5369,2015-11-11,BadgerysCreek,16.9,24.1,0.0,,,E,20.0,SW,E,6.0,7.0,77.0,69.0,,,,,20.6,22.6,No,1.0,No
5370,2015-11-12,BadgerysCreek,16.1,25.0,1.0,,,SW,31.0,,SW,0.0,22.0,96.0,80.0,,1018.3,,,18.8,19.7,No,2.8,Yes
5371,2015-11-18,BadgerysCreek,12.9,35.3,,,,W,46.0,N,W,4.0,19.0,73.0,29.0,1013.9,1009.6,,,21.2,34.6,,0.0,No
5372,2015-11-19,BadgerysCreek,14.3,36.5,0.0,,,N,17.0,SW,N,4.0,6.0,71.0,40.0,1015.0,1011.3,,,22.2,34.6,No,0.0,No
5373,2015-11-20,BadgerysCreek,18.5,39.4,0.0,,,NW,61.0,NNE,NW,7.0,37.0,80.0,20.0,1012.6,1006.7,,,24.7,39.0,No,0.0,No
5374,2015-11-21,BadgerysCreek,16.6,22.9,0.0,,,S,33.0,SW,E,2.0,13.0,70.0,70.0,1015.6,1016.7,,,20.7,19.8,No,0.0,No
